"","accession","omimid"
"12585","HMDB0080804",302060
"12586","HMDB0080805",302060
"12587","HMDB0080806",302060
"12588","HMDB0080807",302060
"12589","HMDB0080808",302060
"12590","HMDB0080809",302060
"12591","HMDB0080810",302060
"12592","HMDB0080811",302060
"12593","HMDB0080812",302060
"12594","HMDB0080813",302060
"12595","HMDB0080814",302060
"12596","HMDB0080815",302060
"12597","HMDB0080816",302060
"12598","HMDB0080817",302060
"12599","HMDB0080818",302060
"12600","HMDB0080819",302060
"12601","HMDB0080820",302060
"12602","HMDB0080821",302060
"12603","HMDB0080822",302060
"12604","HMDB0080823",302060
"12605","HMDB0080824",302060
"12606","HMDB0080825",302060
"12607","HMDB0080826",302060
"12608","HMDB0080827",302060
"12609","HMDB0080828",302060
"12610","HMDB0080829",302060
"12611","HMDB0080830",302060
"12612","HMDB0080831",302060
"12613","HMDB0080832",302060
"12614","HMDB0080833",302060
"12615","HMDB0080834",302060
"12616","HMDB0080835",302060
"12617","HMDB0080836",302060
"12618","HMDB0080837",302060
"12619","HMDB0080838",302060
"12620","HMDB0080839",302060
"12621","HMDB0080840",302060
"12622","HMDB0080841",302060
"12623","HMDB0080842",302060
"12624","HMDB0080843",302060
"12625","HMDB0080844",302060
"12626","HMDB0080845",302060
"12627","HMDB0080846",302060
"12628","HMDB0080847",302060
"12629","HMDB0080848",302060
"12630","HMDB0080849",302060
"12631","HMDB0080850",302060
"12632","HMDB0080851",302060
"12633","HMDB0080852",302060
"12634","HMDB0080853",302060
"12635","HMDB0080854",302060
"12636","HMDB0080855",302060
"12637","HMDB0080856",302060
"12638","HMDB0080857",302060
"12639","HMDB0080858",302060
"12640","HMDB0080859",302060
"12641","HMDB0080860",302060
"12642","HMDB0080861",302060
"12643","HMDB0080862",302060
"12644","HMDB0080863",302060
"12645","HMDB0080864",302060
"12646","HMDB0080865",302060
"12647","HMDB0080866",302060
"12648","HMDB0080867",302060
"12649","HMDB0080868",302060
"12650","HMDB0080869",302060
"12651","HMDB0080870",302060
"12652","HMDB0080871",302060
"12653","HMDB0080872",302060
"12654","HMDB0080873",302060
"12655","HMDB0080874",302060
"12656","HMDB0080875",302060
"12657","HMDB0080876",302060
"12658","HMDB0080877",302060
"12659","HMDB0080878",302060
"12660","HMDB0080879",302060
"12661","HMDB0080880",302060
"12662","HMDB0080881",302060
"12663","HMDB0080882",302060
"12664","HMDB0080883",302060
"12665","HMDB0080884",302060
"12666","HMDB0080885",302060
"12667","HMDB0080886",302060
"12668","HMDB0080887",302060
"12669","HMDB0080888",302060
"12670","HMDB0080889",302060
"12671","HMDB0080890",302060
"12672","HMDB0080891",302060
"12673","HMDB0080892",302060
"12674","HMDB0080893",302060
"12675","HMDB0080894",302060
"12676","HMDB0080895",302060
"12677","HMDB0080896",302060
"12678","HMDB0080897",302060
"12679","HMDB0080898",302060
"12680","HMDB0080899",302060
"12681","HMDB0080900",302060
"12682","HMDB0080901",302060
"12683","HMDB0080902",302060
"12684","HMDB0080903",302060
"12685","HMDB0080904",302060
"12686","HMDB0080905",302060
"12687","HMDB0080906",302060
"12688","HMDB0080907",302060
"12689","HMDB0080908",302060
"12690","HMDB0080909",302060
"12691","HMDB0080910",302060
"12692","HMDB0080911",302060
"12693","HMDB0080912",302060
"12694","HMDB0080913",302060
"12695","HMDB0080914",302060
"12696","HMDB0080915",302060
"12697","HMDB0080916",302060
"12698","HMDB0080917",302060
"12699","HMDB0080918",302060
"12700","HMDB0080919",302060
"12701","HMDB0080920",302060
"12702","HMDB0080921",302060
"12703","HMDB0080922",302060
"12704","HMDB0080923",302060
"12705","HMDB0080924",302060
"12706","HMDB0080925",302060
"12707","HMDB0080926",302060
"12708","HMDB0080927",302060
"12709","HMDB0080928",302060
"12710","HMDB0080929",302060
"12711","HMDB0080930",302060
"12712","HMDB0080931",302060
"12713","HMDB0080932",302060
"12714","HMDB0080933",302060
"12715","HMDB0080934",302060
"12716","HMDB0080935",302060
"12717","HMDB0080936",302060
"12718","HMDB0080937",302060
"12719","HMDB0080938",302060
"12720","HMDB0080939",302060
"12721","HMDB0080940",302060
"12722","HMDB0080941",302060
"12723","HMDB0080942",302060
"12724","HMDB0080943",302060
"12725","HMDB0080944",302060
"12726","HMDB0080945",302060
"12727","HMDB0080946",302060
"12728","HMDB0080947",302060
"12729","HMDB0080948",302060
"12730","HMDB0080949",302060
"12731","HMDB0080950",302060
"12732","HMDB0080951",302060
"12733","HMDB0080952",302060
"12734","HMDB0080953",302060
"12735","HMDB0080954",302060
"12736","HMDB0080955",302060
"12737","HMDB0080956",302060
"12738","HMDB0080957",302060
"12739","HMDB0080958",302060
"12740","HMDB0080959",302060
"12741","HMDB0080960",302060
"12742","HMDB0080961",302060
"12743","HMDB0080962",302060
"12744","HMDB0080963",302060
"12745","HMDB0080964",302060
"12746","HMDB0080965",302060
"12747","HMDB0080966",302060
"12748","HMDB0080967",302060
"12749","HMDB0080968",302060
"12750","HMDB0080969",302060
"12751","HMDB0080970",302060
"12752","HMDB0080971",302060
"12753","HMDB0080972",302060
"12754","HMDB0080973",302060
"12755","HMDB0080974",302060
"12756","HMDB0080975",302060
"12757","HMDB0080976",302060
"12758","HMDB0080977",302060
"12759","HMDB0080978",302060
"12760","HMDB0080979",302060
"12761","HMDB0080980",302060
"12762","HMDB0080981",302060
"12763","HMDB0080982",302060
"12764","HMDB0080983",302060
"12765","HMDB0080984",302060
"12766","HMDB0080985",302060
"12767","HMDB0080986",302060
"12768","HMDB0080987",302060
"12769","HMDB0080988",302060
"12770","HMDB0080989",302060
"12771","HMDB0080990",302060
"12772","HMDB0080991",302060
"12773","HMDB0080992",302060
"12774","HMDB0080993",302060
"12775","HMDB0080994",302060
"12776","HMDB0080995",302060
"12777","HMDB0080996",302060
"12778","HMDB0080997",302060
"12779","HMDB0080998",302060
"12780","HMDB0080999",302060
"12781","HMDB0081000",302060
"12782","HMDB0081001",302060
"12783","HMDB0081002",302060
"12784","HMDB0081003",302060
"12785","HMDB0081004",302060
"12786","HMDB0081005",302060
"12787","HMDB0081006",302060
"12788","HMDB0081007",302060
"12789","HMDB0081008",302060
"12790","HMDB0081009",302060
"12791","HMDB0081010",302060
"12792","HMDB0081011",302060
"12793","HMDB0081012",302060
"12794","HMDB0081013",302060
"12795","HMDB0081014",302060
"12796","HMDB0081015",302060
"12797","HMDB0081016",302060
"12798","HMDB0081017",302060
"12799","HMDB0081018",302060
"12800","HMDB0081019",302060
"12801","HMDB0081020",302060
"12802","HMDB0081021",302060
"12803","HMDB0081022",302060
"12804","HMDB0081023",302060
"12805","HMDB0081024",302060
"12806","HMDB0081025",302060
"12807","HMDB0081026",302060
"12808","HMDB0081027",302060
"12809","HMDB0081028",302060
"12810","HMDB0081029",302060
"12811","HMDB0081030",302060
"12812","HMDB0081031",302060
"12813","HMDB0081032",302060
"12814","HMDB0081033",302060
"12815","HMDB0081034",302060
"12816","HMDB0081035",302060
"12817","HMDB0081036",302060
"12818","HMDB0081037",302060
"12819","HMDB0081038",302060
"12820","HMDB0081039",302060
"12821","HMDB0081040",302060
"12822","HMDB0081041",302060
"12823","HMDB0081042",302060
"12824","HMDB0081043",302060
"12825","HMDB0081044",302060
"12826","HMDB0081045",302060
"12827","HMDB0081046",302060
"12828","HMDB0081047",302060
"12829","HMDB0081048",302060
"12830","HMDB0081049",302060
"12831","HMDB0081050",302060
"12832","HMDB0081051",302060
"12833","HMDB0081052",302060
"12834","HMDB0081053",302060
"12835","HMDB0081054",302060
"12836","HMDB0081055",302060
"12837","HMDB0081056",302060
"12838","HMDB0081057",302060
"12839","HMDB0081058",302060
"12840","HMDB0081059",302060
"12841","HMDB0081060",302060
"12842","HMDB0081061",302060
"12843","HMDB0081062",302060
"12844","HMDB0081063",302060
"12845","HMDB0081064",302060
"12846","HMDB0081065",302060
"12847","HMDB0081066",302060
"12848","HMDB0081067",302060
"12849","HMDB0081068",302060
"12850","HMDB0081069",302060
"12851","HMDB0081070",302060
"12852","HMDB0081071",302060
"12853","HMDB0081072",302060
"12854","HMDB0081073",302060
"12855","HMDB0081074",302060
"12856","HMDB0081075",302060
"12857","HMDB0081076",302060
"12858","HMDB0081077",302060
"12859","HMDB0081078",302060
"12860","HMDB0081079",302060
"12861","HMDB0081080",302060
"12862","HMDB0081081",302060
"12863","HMDB0081082",302060
"12864","HMDB0081083",302060
"12865","HMDB0081084",302060
"12866","HMDB0081085",302060
"12867","HMDB0081086",302060
"12868","HMDB0081087",302060
"12869","HMDB0081088",302060
"12870","HMDB0081089",302060
"12871","HMDB0081090",302060
"12872","HMDB0081091",302060
"12873","HMDB0081092",302060
"12874","HMDB0081093",302060
"12875","HMDB0081094",302060
"12876","HMDB0081095",302060
"12877","HMDB0081096",302060
"12878","HMDB0081097",302060
"12879","HMDB0081098",302060
"12880","HMDB0081099",302060
"12881","HMDB0081100",302060
"12882","HMDB0081101",302060
"12883","HMDB0081102",302060
"12884","HMDB0081103",302060
"12885","HMDB0081104",302060
"12886","HMDB0081105",302060
"12887","HMDB0081106",302060
"12888","HMDB0081107",302060
"12889","HMDB0081108",302060
"12890","HMDB0081109",302060
"12891","HMDB0081110",302060
"12892","HMDB0081111",302060
"12893","HMDB0081112",302060
"12894","HMDB0081113",302060
"12895","HMDB0081114",302060
"12896","HMDB0081115",302060
"12897","HMDB0081116",302060
"12898","HMDB0081117",302060
"12899","HMDB0081118",302060
"12900","HMDB0081119",302060
"12901","HMDB0081120",302060
"12902","HMDB0081121",302060
"12903","HMDB0081122",302060
"12904","HMDB0081123",302060
"12905","HMDB0081124",302060
"12906","HMDB0081125",302060
"12907","HMDB0081126",302060
"12908","HMDB0081127",302060
"12909","HMDB0081128",302060
"12910","HMDB0081129",302060
"12911","HMDB0081130",302060
"12912","HMDB0081131",302060
"12913","HMDB0081132",302060
"12914","HMDB0081133",302060
"12915","HMDB0081134",302060
"12916","HMDB0081135",302060
"12917","HMDB0081136",302060
"12918","HMDB0081137",302060
"12919","HMDB0081138",302060
"12920","HMDB0081139",302060
"12921","HMDB0081140",302060
"12922","HMDB0081141",302060
"12923","HMDB0081142",302060
"12924","HMDB0081143",302060
"12925","HMDB0081144",302060
"12926","HMDB0081145",302060
"12927","HMDB0081146",302060
"12928","HMDB0081147",302060
"12929","HMDB0081148",302060
"12930","HMDB0081149",302060
"12931","HMDB0081150",302060
"12932","HMDB0081151",302060
"12933","HMDB0081152",302060
"12934","HMDB0081153",302060
"12935","HMDB0081154",302060
"12936","HMDB0081155",302060
"12937","HMDB0081156",302060
"12938","HMDB0081157",302060
"12939","HMDB0081158",302060
"12940","HMDB0081159",302060
"12941","HMDB0081160",302060
"12942","HMDB0081161",302060
"12943","HMDB0081162",302060
"12944","HMDB0081163",302060
"12945","HMDB0081164",302060
"12946","HMDB0081165",302060
"12947","HMDB0081166",302060
"12948","HMDB0081167",302060
"12949","HMDB0081168",302060
"12950","HMDB0081169",302060
"12951","HMDB0081170",302060
"12952","HMDB0081171",302060
"12953","HMDB0081172",302060
"12954","HMDB0081173",302060
"12955","HMDB0081174",302060
"12956","HMDB0081175",302060
"12957","HMDB0081176",302060
"12958","HMDB0081177",302060
"12959","HMDB0081178",302060
"12960","HMDB0081179",302060
"12961","HMDB0081180",302060
"12962","HMDB0081181",302060
"12963","HMDB0081182",302060
"12964","HMDB0081183",302060
"12965","HMDB0081184",302060
"12966","HMDB0081185",302060
"12967","HMDB0081186",302060
"12968","HMDB0081187",302060
"12969","HMDB0081188",302060
"12970","HMDB0081189",302060
"12971","HMDB0081190",302060
"12972","HMDB0081191",302060
"12973","HMDB0081192",302060
"12974","HMDB0081193",302060
"12975","HMDB0081194",302060
"12976","HMDB0081195",302060
"12977","HMDB0081196",302060
"12978","HMDB0081197",302060
"12979","HMDB0081198",302060
"12980","HMDB0081199",302060
"12981","HMDB0081200",302060
"12982","HMDB0081201",302060
"12983","HMDB0081202",302060
"12984","HMDB0081203",302060
"12985","HMDB0081204",302060
"12986","HMDB0081205",302060
"12987","HMDB0081206",302060
"12988","HMDB0081207",302060
"12989","HMDB0081208",302060
"12990","HMDB0081209",302060
"12991","HMDB0081210",302060
"12992","HMDB0081211",302060
"12993","HMDB0081212",302060
"12994","HMDB0081213",302060
"12995","HMDB0081214",302060
"12996","HMDB0081215",302060
"12997","HMDB0081216",302060
"12998","HMDB0081217",302060
"12999","HMDB0081218",302060
"13000","HMDB0081219",302060
"13001","HMDB0081220",302060
"13002","HMDB0081221",302060
"13003","HMDB0081222",302060
"13004","HMDB0081223",302060
"13005","HMDB0081224",302060
"13006","HMDB0081225",302060
"13007","HMDB0081226",302060
"13008","HMDB0081227",302060
"13009","HMDB0081228",302060
"13010","HMDB0081229",302060
"13011","HMDB0081230",302060
"13012","HMDB0081231",302060
"13013","HMDB0081232",302060
"13014","HMDB0081233",302060
"13015","HMDB0081234",302060
"13016","HMDB0081235",302060
"13017","HMDB0081236",302060
"13018","HMDB0081237",302060
"13019","HMDB0081238",302060
"13020","HMDB0081239",302060
"13021","HMDB0081240",302060
"13022","HMDB0081241",302060
"13023","HMDB0081242",302060
"13024","HMDB0081243",302060
"13025","HMDB0081244",302060
"13026","HMDB0081245",302060
"13027","HMDB0081246",302060
"13028","HMDB0081247",302060
"13029","HMDB0081248",302060
"13030","HMDB0081249",302060
"13031","HMDB0081250",302060
"13032","HMDB0081251",302060
"13033","HMDB0081252",302060
"13034","HMDB0081253",302060
"13035","HMDB0081254",302060
"13036","HMDB0081255",302060
"13037","HMDB0081256",302060
"13038","HMDB0081257",302060
"13039","HMDB0081258",302060
"13040","HMDB0081259",302060
"13041","HMDB0081260",302060
"13042","HMDB0081261",302060
"13043","HMDB0081262",302060
"13044","HMDB0081263",302060
"13045","HMDB0081264",302060
"13046","HMDB0081265",302060
"13047","HMDB0081266",302060
"13048","HMDB0081267",302060
"13049","HMDB0081268",302060
"13050","HMDB0081269",302060
"13051","HMDB0081270",302060
"13052","HMDB0081271",302060
"13053","HMDB0081272",302060
"13054","HMDB0081273",302060
"13055","HMDB0081274",302060
"13056","HMDB0081275",302060
"13057","HMDB0081276",302060
"13058","HMDB0081277",302060
"13059","HMDB0081278",302060
"13060","HMDB0081279",302060
"13061","HMDB0081280",302060
"13062","HMDB0081281",302060
"13063","HMDB0081282",302060
"13064","HMDB0081283",302060
"13065","HMDB0081284",302060
"13066","HMDB0081285",302060
"13067","HMDB0081286",302060
"13068","HMDB0081287",302060
"13069","HMDB0081288",302060
"13070","HMDB0081289",302060
"13071","HMDB0081290",302060
"13072","HMDB0081291",302060
"13073","HMDB0081292",302060
"13074","HMDB0081293",302060
"13075","HMDB0081294",302060
"13076","HMDB0081295",302060
"13077","HMDB0081296",302060
"13078","HMDB0081297",302060
"13079","HMDB0081298",302060
"13080","HMDB0081299",302060
"13081","HMDB0081300",302060
"13082","HMDB0081301",302060
"13083","HMDB0081302",302060
"13084","HMDB0081303",302060
"13085","HMDB0081304",302060
"13086","HMDB0081305",302060
"13087","HMDB0081306",302060
"13088","HMDB0081307",302060
"13089","HMDB0081308",302060
"13090","HMDB0081309",302060
"13091","HMDB0081310",302060
"13092","HMDB0081311",302060
"13093","HMDB0081312",302060
"13094","HMDB0081313",302060
"13095","HMDB0081314",302060
"13096","HMDB0081315",302060
"13097","HMDB0081316",302060
"13098","HMDB0081317",302060
"13099","HMDB0081318",302060
"13100","HMDB0081319",302060
"13101","HMDB0081320",302060
"13102","HMDB0081321",302060
"13103","HMDB0081322",302060
"13104","HMDB0081323",302060
"13105","HMDB0081324",302060
"13106","HMDB0081325",302060
"13107","HMDB0081326",302060
"13108","HMDB0081327",302060
"13109","HMDB0081328",302060
"13110","HMDB0081329",302060
"13111","HMDB0081330",302060
"13112","HMDB0081331",302060
"13113","HMDB0081332",302060
"13114","HMDB0081333",302060
"13115","HMDB0081334",302060
"13116","HMDB0081335",302060
"13117","HMDB0081336",302060
"13118","HMDB0081337",302060
"13119","HMDB0081338",302060
"13120","HMDB0081339",302060
"13121","HMDB0081340",302060
"13122","HMDB0081341",302060
"13123","HMDB0081342",302060
"13124","HMDB0081343",302060
"13125","HMDB0081344",302060
"13126","HMDB0081345",302060
"13127","HMDB0081346",302060
"13128","HMDB0081347",302060
"13129","HMDB0081348",302060
"13130","HMDB0081349",302060
"13131","HMDB0081350",302060
"13132","HMDB0081351",302060
"13133","HMDB0081352",302060
"13134","HMDB0081353",302060
"13135","HMDB0081354",302060
"13136","HMDB0081355",302060
"13137","HMDB0081356",302060
"13138","HMDB0081357",302060
"13139","HMDB0081358",302060
"13140","HMDB0081359",302060
"13141","HMDB0081360",302060
"13142","HMDB0081361",302060
"13143","HMDB0081362",302060
"13144","HMDB0081363",302060
"13145","HMDB0081364",302060
"13146","HMDB0081365",302060
"13147","HMDB0081366",302060
"13148","HMDB0081367",302060
"13149","HMDB0081368",302060
"13150","HMDB0081369",302060
"13151","HMDB0081370",302060
"13152","HMDB0081371",302060
"13153","HMDB0081372",302060
"13154","HMDB0081373",302060
"13155","HMDB0081374",302060
"13156","HMDB0081375",302060
"13157","HMDB0081376",302060
"13158","HMDB0081377",302060
"13159","HMDB0081378",302060
"13160","HMDB0081379",302060
"13161","HMDB0081380",302060
"13162","HMDB0081381",302060
"13163","HMDB0081382",302060
"13164","HMDB0081383",302060
"13165","HMDB0081384",302060
"13166","HMDB0081385",302060
"13167","HMDB0081386",302060
"13168","HMDB0081387",302060
"13169","HMDB0081388",302060
"13170","HMDB0081389",302060
"13171","HMDB0081390",302060
"13172","HMDB0081391",302060
"13173","HMDB0081392",302060
"13174","HMDB0081393",302060
"13175","HMDB0081394",302060
"13176","HMDB0081395",302060
"13177","HMDB0081396",302060
"13178","HMDB0081397",302060
"13179","HMDB0081398",302060
"13180","HMDB0081399",302060
"13181","HMDB0081400",302060
"13182","HMDB0081401",302060
"13183","HMDB0081402",302060
"13184","HMDB0081403",302060
"13185","HMDB0081404",302060
"13186","HMDB0081405",302060
"13187","HMDB0081406",302060
"13188","HMDB0081407",302060
"13189","HMDB0081408",302060
"13190","HMDB0081409",302060
"13191","HMDB0081410",302060
"13192","HMDB0081411",302060
"13193","HMDB0081412",302060
"13194","HMDB0081413",302060
"13195","HMDB0081414",302060
"13196","HMDB0081415",302060
"13197","HMDB0081416",302060
"13198","HMDB0081417",302060
"13199","HMDB0081418",302060
"13200","HMDB0081419",302060
"13201","HMDB0081420",302060
"13202","HMDB0081421",302060
"13203","HMDB0081422",302060
"13204","HMDB0081423",302060
"13205","HMDB0081424",302060
"13206","HMDB0081425",302060
"13207","HMDB0081426",302060
"13208","HMDB0081427",302060
"13209","HMDB0081428",302060
"13210","HMDB0081429",302060
"13211","HMDB0081430",302060
"13212","HMDB0081431",302060
"13213","HMDB0081432",302060
"13214","HMDB0081433",302060
"13215","HMDB0081434",302060
"13216","HMDB0081435",302060
"13217","HMDB0081436",302060
"13218","HMDB0081437",302060
"13219","HMDB0081438",302060
"13220","HMDB0081439",302060
"13221","HMDB0081440",302060
"13222","HMDB0081441",302060
"13223","HMDB0081442",302060
"13224","HMDB0081443",302060
"13225","HMDB0081444",302060
"13226","HMDB0081445",302060
"13227","HMDB0081446",302060
"13228","HMDB0081447",302060
"13229","HMDB0081448",302060
"13230","HMDB0081449",302060
"13231","HMDB0081450",302060
"13232","HMDB0081451",302060
"13233","HMDB0081452",302060
"13234","HMDB0081453",302060
"13235","HMDB0081454",302060
"13236","HMDB0081455",302060
"13237","HMDB0081456",302060
"13238","HMDB0081457",302060
"13239","HMDB0081458",302060
"13240","HMDB0081459",302060
"13241","HMDB0081460",302060
"13242","HMDB0081461",302060
"13243","HMDB0081462",302060
"13244","HMDB0081463",302060
"13245","HMDB0081464",302060
"13246","HMDB0081465",302060
"13247","HMDB0081466",302060
"13248","HMDB0081467",302060
"13249","HMDB0081468",302060
"13250","HMDB0081469",302060
"13251","HMDB0081470",302060
"13252","HMDB0081471",302060
"13253","HMDB0081472",302060
"13254","HMDB0081473",302060
"13255","HMDB0081474",302060
"13256","HMDB0081475",302060
"13257","HMDB0081476",302060
"13258","HMDB0081477",302060
"13259","HMDB0081478",302060
"13260","HMDB0081479",302060
"13261","HMDB0081480",302060
"13262","HMDB0081481",302060
"13263","HMDB0081482",302060
"13264","HMDB0081483",302060
"13265","HMDB0081484",302060
"13266","HMDB0081485",302060
"13267","HMDB0081486",302060
"13268","HMDB0081487",302060
"13269","HMDB0081488",302060
"13270","HMDB0081489",302060
"13271","HMDB0081490",302060
"13272","HMDB0081491",302060
"13273","HMDB0081492",302060
"13274","HMDB0081493",302060
"13275","HMDB0081494",302060
"13276","HMDB0081495",302060
"13277","HMDB0081496",302060
"13278","HMDB0081497",302060
"13279","HMDB0081498",302060
"13280","HMDB0081499",302060
"13281","HMDB0081500",302060
"13282","HMDB0081501",302060
"13283","HMDB0081502",302060
"13284","HMDB0081503",302060
"13285","HMDB0081504",302060
"13286","HMDB0081505",302060
"13287","HMDB0081506",302060
"13288","HMDB0081507",302060
"13289","HMDB0081508",302060
"13290","HMDB0081509",302060
"13291","HMDB0081510",302060
"13292","HMDB0081511",302060
"13293","HMDB0081512",302060
"13294","HMDB0081513",302060
"13295","HMDB0081514",302060
"13296","HMDB0081515",302060
"13297","HMDB0081516",302060
"13298","HMDB0081517",302060
"13299","HMDB0081518",302060
"13300","HMDB0081519",302060
"13301","HMDB0081520",302060
"13302","HMDB0081521",302060
"13303","HMDB0081522",302060
"13304","HMDB0081523",302060
"13305","HMDB0081524",302060
"13306","HMDB0081525",302060
"13307","HMDB0081526",302060
"13308","HMDB0081527",302060
"13309","HMDB0081528",302060
"13310","HMDB0081529",302060
"13311","HMDB0081530",302060
"13312","HMDB0081531",302060
"13313","HMDB0081532",302060
"13314","HMDB0081533",302060
"13315","HMDB0081534",302060
"13316","HMDB0081535",302060
"13317","HMDB0081536",302060
"13318","HMDB0081537",302060
"13319","HMDB0081538",302060
"13320","HMDB0081539",302060
"13321","HMDB0081540",302060
"13322","HMDB0081541",302060
"13323","HMDB0081542",302060
"13324","HMDB0081543",302060
"13325","HMDB0081544",302060
"13326","HMDB0081545",302060
"13327","HMDB0081546",302060
"13328","HMDB0081547",302060
"13329","HMDB0081548",302060
"13330","HMDB0081549",302060
"13331","HMDB0081550",302060
"13332","HMDB0081551",302060
"13333","HMDB0081552",302060
"13334","HMDB0081553",302060
"13335","HMDB0081554",302060
"13336","HMDB0081555",302060
"13337","HMDB0081556",302060
"13338","HMDB0081557",302060
"13339","HMDB0081558",302060
"13340","HMDB0081559",302060
"13341","HMDB0081560",302060
"13342","HMDB0081561",302060
"13343","HMDB0081562",302060
"13344","HMDB0081563",302060
"13345","HMDB0081564",302060
"13346","HMDB0081565",302060
"13347","HMDB0081566",302060
"13348","HMDB0081567",302060
"13349","HMDB0081568",302060
"13350","HMDB0081569",302060
"13351","HMDB0081570",302060
"13352","HMDB0081571",302060
"13353","HMDB0081572",302060
"13354","HMDB0081573",302060
"13355","HMDB0081574",302060
"13356","HMDB0081575",302060
"13357","HMDB0081576",302060
"13358","HMDB0081577",302060
"13359","HMDB0081578",302060
"13360","HMDB0081579",302060
"13361","HMDB0081580",302060
"13362","HMDB0081581",302060
"13363","HMDB0081582",302060
"13364","HMDB0081583",302060
"13365","HMDB0081584",302060
"13366","HMDB0081585",302060
"13367","HMDB0081586",302060
"13368","HMDB0081587",302060
"13369","HMDB0081588",302060
"13370","HMDB0081589",302060
"13371","HMDB0081590",302060
"13372","HMDB0081591",302060
"13373","HMDB0081592",302060
"13374","HMDB0081593",302060
"13375","HMDB0081594",302060
"13376","HMDB0081595",302060
"13377","HMDB0081596",302060
"13378","HMDB0081597",302060
"13379","HMDB0081598",302060
"13380","HMDB0081599",302060
"13381","HMDB0081600",302060
"13382","HMDB0081601",302060
"13383","HMDB0081602",302060
"13384","HMDB0081603",302060
"13385","HMDB0081604",302060
"13386","HMDB0081605",302060
"13387","HMDB0081606",302060
"13388","HMDB0081607",302060
"13389","HMDB0081608",302060
"13390","HMDB0081609",302060
"13391","HMDB0081610",302060
"13392","HMDB0081611",302060
"13393","HMDB0081612",302060
"13394","HMDB0081613",302060
"13395","HMDB0081614",302060
"13396","HMDB0081615",302060
"13397","HMDB0081616",302060
"13398","HMDB0081617",302060
"13399","HMDB0081618",302060
"13400","HMDB0081619",302060
"13401","HMDB0081620",302060
"13402","HMDB0081621",302060
"13403","HMDB0081622",302060
"13404","HMDB0081623",302060
"13405","HMDB0081624",302060
"13406","HMDB0081625",302060
"13407","HMDB0081626",302060
"13408","HMDB0081627",302060
"13409","HMDB0081628",302060
"13410","HMDB0081629",302060
"13411","HMDB0081630",302060
"13412","HMDB0081631",302060
"13413","HMDB0081632",302060
"13414","HMDB0081633",302060
"13415","HMDB0081634",302060
"13416","HMDB0081635",302060
"13417","HMDB0081636",302060
"13418","HMDB0081637",302060
"13419","HMDB0081638",302060
"13420","HMDB0081639",302060
"13421","HMDB0081640",302060
"13422","HMDB0081641",302060
"13423","HMDB0081642",302060
"13424","HMDB0081643",302060
"13425","HMDB0081644",302060
"13426","HMDB0081645",302060
"13427","HMDB0081646",302060
"13428","HMDB0081647",302060
"13429","HMDB0081648",302060
"13430","HMDB0081649",302060
"13431","HMDB0081650",302060
"13432","HMDB0081651",302060
"13433","HMDB0081652",302060
"13434","HMDB0081653",302060
"13435","HMDB0081654",302060
"13436","HMDB0081655",302060
"13437","HMDB0081656",302060
"13438","HMDB0081657",302060
"13439","HMDB0081658",302060
"13440","HMDB0081659",302060
"13441","HMDB0081660",302060
"13442","HMDB0081661",302060
"13443","HMDB0081662",302060
"13444","HMDB0081663",302060
"13445","HMDB0081664",302060
"13446","HMDB0081665",302060
"13447","HMDB0081666",302060
"13448","HMDB0081667",302060
"13449","HMDB0081668",302060
"13450","HMDB0081669",302060
"13451","HMDB0081670",302060
"13452","HMDB0081671",302060
"13453","HMDB0081672",302060
"13454","HMDB0081673",302060
"13455","HMDB0081674",302060
"13456","HMDB0081675",302060
"13457","HMDB0081676",302060
"13458","HMDB0081677",302060
"13459","HMDB0081678",302060
"13460","HMDB0081679",302060
"13461","HMDB0081680",302060
"13462","HMDB0081681",302060
"13463","HMDB0081682",302060
"13464","HMDB0081683",302060
"13465","HMDB0081684",302060
"13466","HMDB0081685",302060
"13467","HMDB0081686",302060
"13468","HMDB0081687",302060
"13469","HMDB0081688",302060
"13470","HMDB0081689",302060
"13471","HMDB0081690",302060
"13472","HMDB0081691",302060
"13473","HMDB0081692",302060
"13474","HMDB0081693",302060
"13475","HMDB0081694",302060
"13476","HMDB0081695",302060
"13477","HMDB0081696",302060
"13478","HMDB0081697",302060
"13479","HMDB0081698",302060
"13480","HMDB0081699",302060
"13481","HMDB0081700",302060
"13482","HMDB0081701",302060
"13483","HMDB0081702",302060
"13484","HMDB0081703",302060
"13485","HMDB0081704",302060
"13486","HMDB0081705",302060
"13487","HMDB0081706",302060
"13488","HMDB0081707",302060
"13489","HMDB0081708",302060
"13490","HMDB0081709",302060
"13491","HMDB0081710",302060
"13492","HMDB0081711",302060
"13493","HMDB0081712",302060
"13494","HMDB0081713",302060
"13495","HMDB0081714",302060
"13496","HMDB0081715",302060
"13497","HMDB0081716",302060
"13498","HMDB0081717",302060
"13499","HMDB0081718",302060
"13500","HMDB0081719",302060
"13501","HMDB0081720",302060
"13502","HMDB0081721",302060
"13503","HMDB0081722",302060
"13504","HMDB0081723",302060
"13505","HMDB0081724",302060
"13506","HMDB0081725",302060
"13507","HMDB0081726",302060
"13508","HMDB0081727",302060
"13509","HMDB0081728",302060
"13510","HMDB0081729",302060
"13511","HMDB0081730",302060
"13512","HMDB0081731",302060
"13513","HMDB0081732",302060
"13514","HMDB0081733",302060
"13515","HMDB0081734",302060
"13516","HMDB0081735",302060
