"","accession","categories"
"5782","T3D1981","SyntheticToxin"
"5783","T3D1982","Industrial/WorkplaceToxin"
"5784","T3D1982","SyntheticToxin"
"5785","T3D1983","Industrial/WorkplaceToxin"
"5786","T3D1983","SyntheticToxin"
"5787","T3D1984","Industrial/WorkplaceToxin"
"5788","T3D1984","SyntheticToxin"
"5789","T3D1985","Industrial/WorkplaceToxin"
"5790","T3D1985","SyntheticToxin"
"5791","T3D1986","Industrial/WorkplaceToxin"
"5792","T3D1986","SyntheticToxin"
"5793","T3D1987","Industrial/WorkplaceToxin"
"5794","T3D1987","SyntheticToxin"
"5795","T3D1988","Industrial/WorkplaceToxin"
"5796","T3D1988","SyntheticToxin"
"5797","T3D1989","Industrial/WorkplaceToxin"
"5798","T3D1989","SyntheticToxin"
"5799","T3D1990","Industrial/WorkplaceToxin"
"5800","T3D1990","SyntheticToxin"
"5801","T3D1991","Industrial/WorkplaceToxin"
"5802","T3D1991","SyntheticToxin"
"5803","T3D1992","Industrial/WorkplaceToxin"
"5804","T3D1992","SyntheticToxin"
"5805","T3D1993","Industrial/WorkplaceToxin"
"5806","T3D1993","SyntheticToxin"
"5807","T3D1994","Industrial/WorkplaceToxin"
"5808","T3D1994","SyntheticToxin"
"5809","T3D1995","Industrial/WorkplaceToxin"
"5810","T3D1995","SyntheticToxin"
"5811","T3D1996","Industrial/WorkplaceToxin"
"5812","T3D1996","SyntheticToxin"
"5813","T3D1997","Industrial/WorkplaceToxin"
"5814","T3D1997","SyntheticToxin"
"5815","T3D1998","Industrial/WorkplaceToxin"
"5816","T3D1998","SyntheticToxin"
"5817","T3D1999","Industrial/WorkplaceToxin"
"5818","T3D1999","SyntheticToxin"
"5819","T3D2000","Industrial/WorkplaceToxin"
"5820","T3D2000","SyntheticToxin"
"5821","T3D2001","Industrial/WorkplaceToxin"
"5822","T3D2001","SyntheticToxin"
"5823","T3D2002","Industrial/WorkplaceToxin"
"5824","T3D2002","SyntheticToxin"
"5825","T3D2003","Industrial/WorkplaceToxin"
"5826","T3D2003","SyntheticToxin"
"5827","T3D2004","Industrial/WorkplaceToxin"
"5828","T3D2004","SyntheticToxin"
"5829","T3D2005","Industrial/WorkplaceToxin"
"5830","T3D2005","SyntheticToxin"
"5831","T3D2006","Industrial/WorkplaceToxin"
"5832","T3D2006","SyntheticToxin"
"5833","T3D2007","Industrial/WorkplaceToxin"
"5834","T3D2007","SyntheticToxin"
"5835","T3D2008","Industrial/WorkplaceToxin"
"5836","T3D2008","SyntheticToxin"
"5837","T3D2009","Industrial/WorkplaceToxin"
"5838","T3D2009","SyntheticToxin"
"5839","T3D2010","Industrial/WorkplaceToxin"
"5840","T3D2010","SyntheticToxin"
"5841","T3D2011","Industrial/WorkplaceToxin"
"5842","T3D2011","SyntheticToxin"
"5843","T3D2012","Industrial/WorkplaceToxin"
"5844","T3D2012","SyntheticToxin"
"5845","T3D2013","Industrial/WorkplaceToxin"
"5846","T3D2013","SyntheticToxin"
"5847","T3D2014","Industrial/WorkplaceToxin"
"5848","T3D2014","SyntheticToxin"
"5849","T3D2015","Industrial/WorkplaceToxin"
"5850","T3D2015","SyntheticToxin"
"5851","T3D2016","Industrial/WorkplaceToxin"
"5852","T3D2016","SyntheticToxin"
"5853","T3D2017","Industrial/WorkplaceToxin"
"5854","T3D2017","SyntheticToxin"
"5855","T3D2018","Industrial/WorkplaceToxin"
"5856","T3D2018","SyntheticToxin"
"5857","T3D2019","Industrial/WorkplaceToxin"
"5858","T3D2019","SyntheticToxin"
"5859","T3D2020","Industrial/WorkplaceToxin"
"5860","T3D2020","SyntheticToxin"
"5861","T3D2021","Industrial/WorkplaceToxin"
"5862","T3D2021","SyntheticToxin"
"5863","T3D2022","Industrial/WorkplaceToxin"
"5864","T3D2022","SyntheticToxin"
"5865","T3D2023","Industrial/WorkplaceToxin"
"5866","T3D2023","SyntheticToxin"
"5867","T3D2024","Industrial/WorkplaceToxin"
"5868","T3D2024","SyntheticToxin"
"5869","T3D2025","Industrial/WorkplaceToxin"
"5870","T3D2025","SyntheticToxin"
"5871","T3D2026","Industrial/WorkplaceToxin"
"5872","T3D2026","SyntheticToxin"
"5873","T3D2027","Industrial/WorkplaceToxin"
"5874","T3D2027","SyntheticToxin"
"5875","T3D2032","Industrial/WorkplaceToxin"
"5876","T3D2032","SyntheticToxin"
"5877","T3D2033","Industrial/WorkplaceToxin"
"5878","T3D2033","SyntheticToxin"
"5879","T3D2034","Industrial/WorkplaceToxin"
"5880","T3D2034","SyntheticToxin"
"5881","T3D2035","Industrial/WorkplaceToxin"
"5882","T3D2035","SyntheticToxin"
"5883","T3D2036","Industrial/WorkplaceToxin"
"5884","T3D2036","Pollutant"
"5885","T3D2036","SyntheticToxin"
"5886","T3D2037","Industrial/WorkplaceToxin"
"5887","T3D2037","SyntheticToxin"
"5888","T3D2038","Industrial/WorkplaceToxin"
"5889","T3D2038","SyntheticToxin"
"5890","T3D2039","Pollutant"
"5891","T3D2039","FoodToxin"
"5892","T3D2039","SyntheticToxin"
"5893","T3D2040","FoodToxin"
"5894","T3D2040","SyntheticToxin"
"5895","T3D2041","Industrial/WorkplaceToxin"
"5896","T3D2041","SyntheticToxin"
"5897","T3D2042","Industrial/WorkplaceToxin"
"5898","T3D2042","SyntheticToxin"
"5899","T3D2043","Industrial/WorkplaceToxin"
"5900","T3D2043","SyntheticToxin"
"5901","T3D2044","Industrial/WorkplaceToxin"
"5902","T3D2044","SyntheticToxin"
"5903","T3D2045","Industrial/WorkplaceToxin"
"5904","T3D2045","SyntheticToxin"
"5905","T3D2046","Industrial/WorkplaceToxin"
"5906","T3D2046","Pollutant"
"5907","T3D2046","SyntheticToxin"
"5908","T3D2047","Industrial/WorkplaceToxin"
"5909","T3D2047","Pollutant"
"5910","T3D2047","SyntheticToxin"
"5911","T3D2048","Industrial/WorkplaceToxin"
"5912","T3D2048","Pollutant"
"5913","T3D2048","SyntheticToxin"
"5914","T3D2049","Industrial/WorkplaceToxin"
"5915","T3D2049","Pollutant"
"5916","T3D2049","SyntheticToxin"
"5917","T3D2050","Industrial/WorkplaceToxin"
"5918","T3D2050","Pollutant"
"5919","T3D2050","SyntheticToxin"
"5920","T3D2051","Industrial/WorkplaceToxin"
"5921","T3D2051","Pollutant"
"5922","T3D2051","SyntheticToxin"
"5923","T3D2052","Industrial/WorkplaceToxin"
"5924","T3D2052","Pollutant"
"5925","T3D2052","SyntheticToxin"
"5926","T3D2053","Industrial/WorkplaceToxin"
"5927","T3D2053","Pollutant"
"5928","T3D2053","SyntheticToxin"
"5929","T3D2054","Industrial/WorkplaceToxin"
"5930","T3D2054","Pollutant"
"5931","T3D2054","SyntheticToxin"
"5932","T3D2055","Industrial/WorkplaceToxin"
"5933","T3D2055","Pollutant"
"5934","T3D2055","SyntheticToxin"
"5935","T3D2056","Industrial/WorkplaceToxin"
"5936","T3D2056","Pollutant"
"5937","T3D2056","SyntheticToxin"
"5938","T3D2057","Industrial/WorkplaceToxin"
"5939","T3D2057","Pollutant"
"5940","T3D2057","SyntheticToxin"
"5941","T3D2058","Industrial/WorkplaceToxin"
"5942","T3D2058","Pollutant"
"5943","T3D2058","SyntheticToxin"
"5944","T3D2059","Industrial/WorkplaceToxin"
"5945","T3D2059","Pollutant"
"5946","T3D2059","SyntheticToxin"
"5947","T3D2060","Industrial/WorkplaceToxin"
"5948","T3D2060","Pollutant"
"5949","T3D2060","SyntheticToxin"
"5950","T3D2061","Industrial/WorkplaceToxin"
"5951","T3D2061","Pollutant"
"5952","T3D2061","SyntheticToxin"
"5953","T3D2062","Industrial/WorkplaceToxin"
"5954","T3D2062","Pollutant"
"5955","T3D2062","SyntheticToxin"
"5956","T3D2063","Industrial/WorkplaceToxin"
"5957","T3D2063","Pollutant"
"5958","T3D2063","SyntheticToxin"
"5959","T3D2064","Industrial/WorkplaceToxin"
"5960","T3D2064","Pollutant"
"5961","T3D2064","SyntheticToxin"
"5962","T3D2065","Industrial/WorkplaceToxin"
"5963","T3D2065","Pollutant"
"5964","T3D2065","SyntheticToxin"
"5965","T3D2066","Industrial/WorkplaceToxin"
"5966","T3D2066","Pollutant"
"5967","T3D2066","SyntheticToxin"
"5968","T3D2067","Industrial/WorkplaceToxin"
"5969","T3D2067","Pollutant"
"5970","T3D2067","SyntheticToxin"
"5971","T3D2068","Industrial/WorkplaceToxin"
"5972","T3D2068","Pollutant"
"5973","T3D2068","SyntheticToxin"
"5974","T3D2069","Industrial/WorkplaceToxin"
"5975","T3D2069","Pollutant"
"5976","T3D2069","SyntheticToxin"
"5977","T3D2070","Industrial/WorkplaceToxin"
"5978","T3D2070","Pollutant"
"5979","T3D2070","SyntheticToxin"
"5980","T3D2071","Industrial/WorkplaceToxin"
"5981","T3D2071","Pollutant"
"5982","T3D2071","SyntheticToxin"
"5983","T3D2072","Industrial/WorkplaceToxin"
"5984","T3D2072","Pollutant"
"5985","T3D2072","SyntheticToxin"
"5986","T3D2073","Industrial/WorkplaceToxin"
"5987","T3D2073","Pollutant"
"5988","T3D2073","SyntheticToxin"
"5989","T3D2074","Industrial/WorkplaceToxin"
"5990","T3D2074","Pollutant"
"5991","T3D2074","SyntheticToxin"
"5992","T3D2075","Industrial/WorkplaceToxin"
"5993","T3D2075","Pollutant"
"5994","T3D2075","SyntheticToxin"
"5995","T3D2076","Industrial/WorkplaceToxin"
"5996","T3D2076","Pollutant"
"5997","T3D2076","SyntheticToxin"
"5998","T3D2077","Industrial/WorkplaceToxin"
"5999","T3D2077","Pollutant"
"6000","T3D2077","SyntheticToxin"
"6001","T3D2078","Industrial/WorkplaceToxin"
"6002","T3D2078","Pollutant"
"6003","T3D2078","SyntheticToxin"
"6004","T3D2079","Industrial/WorkplaceToxin"
"6005","T3D2079","Pollutant"
"6006","T3D2079","SyntheticToxin"
"6007","T3D2080","Industrial/WorkplaceToxin"
"6008","T3D2080","Pollutant"
"6009","T3D2080","SyntheticToxin"
"6010","T3D2081","Industrial/WorkplaceToxin"
"6011","T3D2081","Pollutant"
"6012","T3D2081","SyntheticToxin"
"6013","T3D2081","AirbornePollutant"
"6014","T3D2082","Industrial/WorkplaceToxin"
"6015","T3D2082","Pollutant"
"6016","T3D2082","SyntheticToxin"
"6017","T3D2083","Industrial/WorkplaceToxin"
"6018","T3D2083","Pollutant"
"6019","T3D2083","SyntheticToxin"
"6020","T3D2084","Industrial/WorkplaceToxin"
"6021","T3D2084","Pollutant"
"6022","T3D2084","SyntheticToxin"
"6023","T3D2085","Industrial/WorkplaceToxin"
"6024","T3D2085","Pollutant"
"6025","T3D2085","SyntheticToxin"
"6026","T3D2086","Industrial/WorkplaceToxin"
"6027","T3D2086","Pollutant"
"6028","T3D2086","SyntheticToxin"
"6029","T3D2087","Industrial/WorkplaceToxin"
"6030","T3D2087","Pollutant"
"6031","T3D2087","SyntheticToxin"
"6032","T3D2088","Industrial/WorkplaceToxin"
"6033","T3D2088","Pollutant"
"6034","T3D2088","SyntheticToxin"
"6035","T3D2089","Industrial/WorkplaceToxin"
"6036","T3D2089","Pollutant"
"6037","T3D2089","SyntheticToxin"
"6038","T3D2090","Industrial/WorkplaceToxin"
"6039","T3D2090","Pollutant"
"6040","T3D2090","SyntheticToxin"
"6041","T3D2091","Industrial/WorkplaceToxin"
"6042","T3D2091","Pollutant"
"6043","T3D2091","SyntheticToxin"
"6044","T3D2092","Industrial/WorkplaceToxin"
"6045","T3D2092","Pollutant"
"6046","T3D2092","SyntheticToxin"
"6047","T3D2093","Industrial/WorkplaceToxin"
"6048","T3D2093","Pollutant"
"6049","T3D2093","SyntheticToxin"
"6050","T3D2094","Industrial/WorkplaceToxin"
"6051","T3D2094","Pollutant"
"6052","T3D2094","SyntheticToxin"
"6053","T3D2095","Industrial/WorkplaceToxin"
"6054","T3D2095","Pollutant"
"6055","T3D2095","SyntheticToxin"
"6056","T3D2096","Industrial/WorkplaceToxin"
"6057","T3D2096","Pollutant"
"6058","T3D2096","SyntheticToxin"
"6059","T3D2097","Industrial/WorkplaceToxin"
"6060","T3D2097","Pollutant"
"6061","T3D2097","SyntheticToxin"
"6062","T3D2098","Industrial/WorkplaceToxin"
"6063","T3D2098","Pollutant"
"6064","T3D2098","SyntheticToxin"
"6065","T3D2099","Industrial/WorkplaceToxin"
"6066","T3D2099","Pollutant"
"6067","T3D2099","SyntheticToxin"
"6068","T3D2100","Industrial/WorkplaceToxin"
"6069","T3D2100","Pollutant"
"6070","T3D2100","SyntheticToxin"
"6071","T3D2101","Industrial/WorkplaceToxin"
"6072","T3D2101","Pollutant"
"6073","T3D2101","SyntheticToxin"
"6074","T3D2102","Industrial/WorkplaceToxin"
"6075","T3D2102","Pollutant"
"6076","T3D2102","SyntheticToxin"
"6077","T3D2103","Industrial/WorkplaceToxin"
"6078","T3D2103","Pollutant"
"6079","T3D2103","SyntheticToxin"
"6080","T3D2104","Industrial/WorkplaceToxin"
"6081","T3D2104","Pollutant"
"6082","T3D2104","SyntheticToxin"
"6083","T3D2105","Industrial/WorkplaceToxin"
"6084","T3D2105","Pollutant"
"6085","T3D2105","SyntheticToxin"
"6086","T3D2106","Industrial/WorkplaceToxin"
"6087","T3D2106","Pollutant"
"6088","T3D2106","SyntheticToxin"
"6089","T3D2107","Industrial/WorkplaceToxin"
"6090","T3D2107","Pollutant"
"6091","T3D2107","SyntheticToxin"
"6092","T3D2108","Industrial/WorkplaceToxin"
"6093","T3D2108","Pollutant"
"6094","T3D2108","SyntheticToxin"
"6095","T3D2109","Industrial/WorkplaceToxin"
"6096","T3D2109","Pollutant"
"6097","T3D2109","SyntheticToxin"
"6098","T3D2110","Industrial/WorkplaceToxin"
"6099","T3D2110","Pollutant"
"6100","T3D2110","SyntheticToxin"
"6101","T3D2111","Industrial/WorkplaceToxin"
"6102","T3D2111","Pollutant"
"6103","T3D2111","SyntheticToxin"
"6104","T3D2112","Industrial/WorkplaceToxin"
"6105","T3D2112","Pollutant"
"6106","T3D2112","SyntheticToxin"
"6107","T3D2113","Industrial/WorkplaceToxin"
"6108","T3D2113","Pollutant"
"6109","T3D2113","SyntheticToxin"
"6110","T3D2114","Industrial/WorkplaceToxin"
"6111","T3D2114","Pollutant"
"6112","T3D2114","SyntheticToxin"
"6113","T3D2115","Industrial/WorkplaceToxin"
"6114","T3D2115","Pollutant"
"6115","T3D2115","SyntheticToxin"
"6116","T3D2116","Industrial/WorkplaceToxin"
"6117","T3D2116","Pollutant"
"6118","T3D2116","SyntheticToxin"
"6119","T3D2117","Industrial/WorkplaceToxin"
"6120","T3D2117","Pollutant"
"6121","T3D2117","SyntheticToxin"
"6122","T3D2118","Industrial/WorkplaceToxin"
"6123","T3D2118","Pollutant"
"6124","T3D2118","SyntheticToxin"
"6125","T3D2132","Pesticide"
"6126","T3D2132","Industrial/WorkplaceToxin"
"6127","T3D2132","Pollutant"
"6128","T3D2132","SyntheticToxin"
"6129","T3D2134","Pesticide"
"6130","T3D2134","Industrial/WorkplaceToxin"
"6131","T3D2134","Pollutant"
"6132","T3D2134","SyntheticToxin"
"6133","T3D2136","Pesticide"
"6134","T3D2136","Industrial/WorkplaceToxin"
"6135","T3D2136","Pollutant"
"6136","T3D2136","SyntheticToxin"
"6137","T3D2137","Pesticide"
"6138","T3D2137","Industrial/WorkplaceToxin"
"6139","T3D2137","Pollutant"
"6140","T3D2137","SyntheticToxin"
"6141","T3D2138","Pesticide"
"6142","T3D2138","Industrial/WorkplaceToxin"
"6143","T3D2138","Pollutant"
"6144","T3D2138","SyntheticToxin"
"6145","T3D2139","Pesticide"
"6146","T3D2139","Industrial/WorkplaceToxin"
"6147","T3D2139","Pollutant"
"6148","T3D2139","SyntheticToxin"
"6149","T3D2140","Pesticide"
"6150","T3D2140","Industrial/WorkplaceToxin"
"6151","T3D2140","Pollutant"
"6152","T3D2140","SyntheticToxin"
"6153","T3D2141","Pesticide"
"6154","T3D2141","Industrial/WorkplaceToxin"
"6155","T3D2141","Pollutant"
"6156","T3D2141","SyntheticToxin"
"6157","T3D2142","Pesticide"
"6158","T3D2142","Industrial/WorkplaceToxin"
"6159","T3D2142","Pollutant"
"6160","T3D2142","SyntheticToxin"
"6161","T3D2143","Pesticide"
"6162","T3D2143","Industrial/WorkplaceToxin"
"6163","T3D2143","Pollutant"
"6164","T3D2143","SyntheticToxin"
"6165","T3D2144","Pesticide"
"6166","T3D2144","Industrial/WorkplaceToxin"
"6167","T3D2144","Pollutant"
"6168","T3D2144","SyntheticToxin"
"6169","T3D2145","Pesticide"
"6170","T3D2145","Industrial/WorkplaceToxin"
"6171","T3D2145","Pollutant"
"6172","T3D2145","SyntheticToxin"
"6173","T3D2146","Pesticide"
"6174","T3D2146","Industrial/WorkplaceToxin"
"6175","T3D2146","Pollutant"
"6176","T3D2146","SyntheticToxin"
"6177","T3D2147","Pesticide"
"6178","T3D2147","Industrial/WorkplaceToxin"
"6179","T3D2147","Pollutant"
"6180","T3D2147","SyntheticToxin"
"6181","T3D2148","Pesticide"
"6182","T3D2148","Industrial/WorkplaceToxin"
"6183","T3D2148","Pollutant"
"6184","T3D2148","SyntheticToxin"
"6185","T3D2149","Pesticide"
"6186","T3D2149","Industrial/WorkplaceToxin"
"6187","T3D2149","Pollutant"
"6188","T3D2149","SyntheticToxin"
"6189","T3D2150","Pesticide"
"6190","T3D2150","Industrial/WorkplaceToxin"
"6191","T3D2150","Pollutant"
"6192","T3D2150","SyntheticToxin"
"6193","T3D2151","Pesticide"
"6194","T3D2151","Industrial/WorkplaceToxin"
"6195","T3D2151","Pollutant"
"6196","T3D2151","SyntheticToxin"
"6197","T3D2152","Pesticide"
"6198","T3D2152","Industrial/WorkplaceToxin"
"6199","T3D2152","Pollutant"
"6200","T3D2152","SyntheticToxin"
"6201","T3D2154","Pesticide"
"6202","T3D2154","Industrial/WorkplaceToxin"
"6203","T3D2154","Pollutant"
"6204","T3D2154","SyntheticToxin"
"6205","T3D2155","Pesticide"
"6206","T3D2155","Industrial/WorkplaceToxin"
"6207","T3D2155","Pollutant"
"6208","T3D2155","SyntheticToxin"
"6209","T3D2156","Pesticide"
"6210","T3D2156","Industrial/WorkplaceToxin"
"6211","T3D2156","Pollutant"
"6212","T3D2156","SyntheticToxin"
"6213","T3D2157","Pesticide"
"6214","T3D2157","Industrial/WorkplaceToxin"
"6215","T3D2157","Pollutant"
"6216","T3D2157","SyntheticToxin"
"6217","T3D2158","Pesticide"
"6218","T3D2158","Industrial/WorkplaceToxin"
"6219","T3D2158","Pollutant"
"6220","T3D2158","SyntheticToxin"
"6221","T3D2159","Pesticide"
"6222","T3D2159","Industrial/WorkplaceToxin"
"6223","T3D2159","Pollutant"
"6224","T3D2159","SyntheticToxin"
"6225","T3D2160","Pesticide"
"6226","T3D2160","Industrial/WorkplaceToxin"
"6227","T3D2160","Pollutant"
"6228","T3D2160","SyntheticToxin"
"6229","T3D2161","Pesticide"
"6230","T3D2161","Industrial/WorkplaceToxin"
"6231","T3D2161","Pollutant"
"6232","T3D2161","SyntheticToxin"
"6233","T3D2162","Pesticide"
"6234","T3D2162","Industrial/WorkplaceToxin"
"6235","T3D2162","Pollutant"
"6236","T3D2162","SyntheticToxin"
"6237","T3D2163","Pesticide"
"6238","T3D2163","Industrial/WorkplaceToxin"
"6239","T3D2163","Pollutant"
"6240","T3D2163","SyntheticToxin"
"6241","T3D2164","Pesticide"
"6242","T3D2164","Industrial/WorkplaceToxin"
"6243","T3D2164","Pollutant"
"6244","T3D2164","SyntheticToxin"
"6245","T3D2165","Pesticide"
"6246","T3D2165","Industrial/WorkplaceToxin"
"6247","T3D2165","Pollutant"
"6248","T3D2165","SyntheticToxin"
"6249","T3D2166","Pesticide"
"6250","T3D2166","Industrial/WorkplaceToxin"
"6251","T3D2166","Pollutant"
"6252","T3D2166","SyntheticToxin"
"6253","T3D2167","Pesticide"
"6254","T3D2167","Industrial/WorkplaceToxin"
"6255","T3D2167","Pollutant"
"6256","T3D2167","SyntheticToxin"
"6257","T3D2168","Pesticide"
"6258","T3D2168","Industrial/WorkplaceToxin"
"6259","T3D2168","Pollutant"
"6260","T3D2168","SyntheticToxin"
"6261","T3D2169","Pesticide"
"6262","T3D2169","Industrial/WorkplaceToxin"
"6263","T3D2169","Pollutant"
"6264","T3D2169","SyntheticToxin"
"6265","T3D2170","Pesticide"
"6266","T3D2170","Industrial/WorkplaceToxin"
"6267","T3D2170","Pollutant"
"6268","T3D2170","SyntheticToxin"
"6269","T3D2171","Pesticide"
"6270","T3D2171","Industrial/WorkplaceToxin"
"6271","T3D2171","Pollutant"
"6272","T3D2171","SyntheticToxin"
"6273","T3D2172","Pesticide"
"6274","T3D2172","Industrial/WorkplaceToxin"
"6275","T3D2172","Pollutant"
"6276","T3D2172","SyntheticToxin"
"6277","T3D2173","Pesticide"
"6278","T3D2173","Industrial/WorkplaceToxin"
"6279","T3D2173","Pollutant"
"6280","T3D2173","SyntheticToxin"
"6281","T3D2174","Pesticide"
"6282","T3D2174","Industrial/WorkplaceToxin"
"6283","T3D2174","Pollutant"
"6284","T3D2174","SyntheticToxin"
"6285","T3D2175","Pesticide"
"6286","T3D2175","Industrial/WorkplaceToxin"
"6287","T3D2175","Pollutant"
"6288","T3D2175","SyntheticToxin"
"6289","T3D2176","Pesticide"
"6290","T3D2176","Industrial/WorkplaceToxin"
"6291","T3D2176","Pollutant"
"6292","T3D2176","SyntheticToxin"
"6293","T3D2177","Pesticide"
"6294","T3D2177","Industrial/WorkplaceToxin"
"6295","T3D2177","Pollutant"
"6296","T3D2177","SyntheticToxin"
"6297","T3D2178","Pesticide"
"6298","T3D2178","Industrial/WorkplaceToxin"
"6299","T3D2178","Pollutant"
"6300","T3D2178","SyntheticToxin"
"6301","T3D2179","Pesticide"
"6302","T3D2179","Industrial/WorkplaceToxin"
"6303","T3D2179","Pollutant"
"6304","T3D2179","SyntheticToxin"
"6305","T3D2180","Pesticide"
"6306","T3D2180","Industrial/WorkplaceToxin"
"6307","T3D2180","Pollutant"
"6308","T3D2180","SyntheticToxin"
"6309","T3D2181","Pesticide"
"6310","T3D2181","Industrial/WorkplaceToxin"
"6311","T3D2181","Pollutant"
"6312","T3D2181","SyntheticToxin"
"6313","T3D2182","Pesticide"
"6314","T3D2182","Industrial/WorkplaceToxin"
"6315","T3D2182","Pollutant"
"6316","T3D2182","SyntheticToxin"
"6317","T3D2184","Pesticide"
"6318","T3D2184","Industrial/WorkplaceToxin"
"6319","T3D2184","Pollutant"
"6320","T3D2184","SyntheticToxin"
"6321","T3D2185","Pesticide"
"6322","T3D2185","Industrial/WorkplaceToxin"
"6323","T3D2185","Pollutant"
"6324","T3D2185","SyntheticToxin"
"6325","T3D2186","Pesticide"
"6326","T3D2186","Industrial/WorkplaceToxin"
"6327","T3D2186","Pollutant"
"6328","T3D2186","SyntheticToxin"
"6329","T3D2187","Pesticide"
"6330","T3D2187","Industrial/WorkplaceToxin"
"6331","T3D2187","Pollutant"
"6332","T3D2187","SyntheticToxin"
"6333","T3D2188","Pesticide"
"6334","T3D2188","Industrial/WorkplaceToxin"
"6335","T3D2188","Pollutant"
"6336","T3D2188","SyntheticToxin"
"6337","T3D2189","Pesticide"
"6338","T3D2189","Industrial/WorkplaceToxin"
"6339","T3D2189","Pollutant"
"6340","T3D2189","SyntheticToxin"
"6341","T3D2190","Pesticide"
"6342","T3D2190","Industrial/WorkplaceToxin"
"6343","T3D2190","Pollutant"
"6344","T3D2190","SyntheticToxin"
"6345","T3D2191","Pesticide"
"6346","T3D2191","Industrial/WorkplaceToxin"
"6347","T3D2191","Pollutant"
"6348","T3D2191","SyntheticToxin"
"6349","T3D2192","Pesticide"
"6350","T3D2192","Industrial/WorkplaceToxin"
"6351","T3D2192","Pollutant"
"6352","T3D2192","SyntheticToxin"
"6353","T3D2193","Pesticide"
"6354","T3D2193","Industrial/WorkplaceToxin"
"6355","T3D2193","Pollutant"
"6356","T3D2193","SyntheticToxin"
"6357","T3D2194","Pesticide"
"6358","T3D2194","Industrial/WorkplaceToxin"
"6359","T3D2194","Pollutant"
"6360","T3D2194","SyntheticToxin"
"6361","T3D2195","Pesticide"
"6362","T3D2195","Industrial/WorkplaceToxin"
"6363","T3D2195","Pollutant"
"6364","T3D2195","SyntheticToxin"
"6365","T3D2196","Pesticide"
"6366","T3D2196","Industrial/WorkplaceToxin"
"6367","T3D2196","Pollutant"
"6368","T3D2196","SyntheticToxin"
"6369","T3D2197","Pesticide"
"6370","T3D2197","Industrial/WorkplaceToxin"
"6371","T3D2197","Pollutant"
"6372","T3D2197","SyntheticToxin"
"6373","T3D2198","Pesticide"
"6374","T3D2198","Industrial/WorkplaceToxin"
"6375","T3D2198","Pollutant"
"6376","T3D2198","SyntheticToxin"
"6377","T3D2199","Pesticide"
"6378","T3D2199","Industrial/WorkplaceToxin"
"6379","T3D2199","Pollutant"
"6380","T3D2199","SyntheticToxin"
"6381","T3D2200","Pesticide"
"6382","T3D2200","Industrial/WorkplaceToxin"
"6383","T3D2200","Pollutant"
"6384","T3D2200","SyntheticToxin"
"6385","T3D2201","Pesticide"
"6386","T3D2201","Industrial/WorkplaceToxin"
"6387","T3D2201","Pollutant"
"6388","T3D2201","SyntheticToxin"
"6389","T3D2203","Pesticide"
"6390","T3D2203","Industrial/WorkplaceToxin"
"6391","T3D2203","Pollutant"
"6392","T3D2203","SyntheticToxin"
"6393","T3D2204","Pesticide"
"6394","T3D2204","Industrial/WorkplaceToxin"
"6395","T3D2204","Pollutant"
"6396","T3D2204","SyntheticToxin"
"6397","T3D2205","Pesticide"
"6398","T3D2205","Industrial/WorkplaceToxin"
"6399","T3D2205","Pollutant"
"6400","T3D2205","SyntheticToxin"
"6401","T3D2206","Pesticide"
"6402","T3D2206","Industrial/WorkplaceToxin"
"6403","T3D2206","Pollutant"
"6404","T3D2206","SyntheticToxin"
"6405","T3D2207","Pesticide"
"6406","T3D2207","Industrial/WorkplaceToxin"
"6407","T3D2207","Pollutant"
"6408","T3D2207","SyntheticToxin"
"6409","T3D2208","Pesticide"
"6410","T3D2208","Industrial/WorkplaceToxin"
"6411","T3D2208","Pollutant"
"6412","T3D2208","SyntheticToxin"
"6413","T3D2209","Pesticide"
"6414","T3D2209","Industrial/WorkplaceToxin"
"6415","T3D2209","Pollutant"
"6416","T3D2209","SyntheticToxin"
"6417","T3D2210","Pesticide"
"6418","T3D2210","Industrial/WorkplaceToxin"
"6419","T3D2210","Pollutant"
"6420","T3D2210","SyntheticToxin"
"6421","T3D2211","Pesticide"
"6422","T3D2211","Industrial/WorkplaceToxin"
"6423","T3D2211","Pollutant"
"6424","T3D2211","SyntheticToxin"
"6425","T3D2212","Pesticide"
"6426","T3D2212","Industrial/WorkplaceToxin"
"6427","T3D2212","Pollutant"
"6428","T3D2212","SyntheticToxin"
"6429","T3D2213","Pesticide"
"6430","T3D2213","Industrial/WorkplaceToxin"
"6431","T3D2213","Pollutant"
"6432","T3D2213","SyntheticToxin"
"6433","T3D2214","Pesticide"
"6434","T3D2214","Industrial/WorkplaceToxin"
"6435","T3D2214","Pollutant"
"6436","T3D2214","SyntheticToxin"
"6437","T3D2215","Pesticide"
"6438","T3D2215","Industrial/WorkplaceToxin"
"6439","T3D2215","Pollutant"
"6440","T3D2215","SyntheticToxin"
"6441","T3D2225","Pesticide"
"6442","T3D2225","Industrial/WorkplaceToxin"
"6443","T3D2225","Pollutant"
"6444","T3D2225","SyntheticToxin"
"6445","T3D2228","Pesticide"
"6446","T3D2228","Industrial/WorkplaceToxin"
"6447","T3D2228","Pollutant"
"6448","T3D2228","SyntheticToxin"
"6449","T3D2229","Pesticide"
"6450","T3D2229","Industrial/WorkplaceToxin"
"6451","T3D2229","Pollutant"
"6452","T3D2229","SyntheticToxin"
